comments,predicted_sentiment
Pimpinan dungu jika berkuasa yg eksekusinya dikuasai oleh hawa nafsu..,negative
YAAH.GANTI.PAKE.PALU.BARU....KALAU.YG.LAMA.PATAH.BERKEPING.KEPING.GA.DI.HORMATI.YAA.PUTUSAN.MK.,positive
"Harta yang paling berharga adalah keluarga, kalimat ini kirain cm lagu doang. Eh.. Ternyata dlm case ini kepentingan keluarga mengalahkan kepentingan 270jt rakyat wakanda",negative
"Talk only ,no action..... lebih parah dr Korut.",negative
Perang dinegeri sendiri _ sangat menghawatirkan __. Pemimpin kayak gini astaghfirullah.... dzalim sekali jokowi,positive
Bisa gk ya klo mba njwa sihab jadi wakil preside pk prabowo?. Saya berandai andai,positive
Prabowo Gibran,negative
"Prabowo skrg yg bingung, sya rasa ini taktik jokowi korbankan anaknya utk kemenangan Ganjar",negative
Kapan pak Jokowi memaksa anaknya untuk ikut berkompetisi di pilkada??,positive
"MK, maksiat keluarga ",positive
"Siapapun yg menang pilpres sudah disetir pak Jokowi, Surya Paloh itu tegak lurus ke pak Jokowi, tanpa izin Jokowi mana berani pilih Anies Muhaimin",negative
"Putusan MK itu adalah paten,karena di kalan kita Uda berumur 40thn pemikiran Uda mulai lemah,sementara waktu kita berumur 25thn kita mencintai keber hasilan kita tanpa pamrih ,kerna kita tak taucapek tp harus ada org tuwa yg mengingatkan yg muda jika ada bahaya,yg muda tanpa digaji dia siap ,kalau yg tua harus digaji lebih karena dia murah capek.",negative
Hidup dinasti jokowi..,positive
"Bagi kaum kecil nga ngaruh siapa aja yg haus kekuasaan..cuma heran sama orang hebat,gelar hebat,ahli ilmu nga bisa apa2...dimana sudah di sahkan...baru koar2",positive
"Senjata makan tuan. Jd gimn nih nasib anak,mantu,paman?",positive
"Anies Muhaimin dari pemerintah, Prabowo.... dari pemerintah, Ganjar Mahfud dari pemerintah juga. Pak Jokowi memang hebat",negative
Permainan berjamaah ..  koalisi prabowo.. ah tp biarkan   jd cawwpres titipan,positive
Semoga Allah hancurkan org dzolim org munafikin. Aamiin,positive
tidak layak,negative
MK di pimpin maling konstitusi,positive
"Yg penting itu wakilnya tidak boleh ada orang yg diluar pemerintah seperti AHY, gitu aja kok repot",negative
"Sejatinya Ketua MK diberhentikan, guna melakukan pembersihan atas pengadilan kita. Hal ini juga harus berlaku bagi para Hakim MA yang tidak memiliki integritas tinggi.",negative
jelas dinasti politik,negative
"Biarlah mereka berbuat begitu, karena paslon Prabowo Gibran, Ganjar Machfud tak akan kami pilih. Yg penting penghitungan suara jurdil. Kami bertekad memilih paslon Amin.",positive
JADI INGET FERDINAND MARCOS JR NANTI CUCU NYA JOKOWI NYA IKUT JADI CAPRES LA,negative
Bukan mahkamah keluarga...  Kata Bung Rocky Maksiat Keluarga.,positive
Semua sudah diatur tanpa AHY,negative
"klo smpai gibran jadi maju, fix.. jokowi sedang menggali kuburannya sendiri. lebih baik kembali kerumah. dukung ganjar mahfud md. itu lebih baik",negative
"Kasihan Demokrat, koalisi disana pergi, koalisi disini tak berdaya",positive
"Berharap Negeri demokrasi terjauh dr boneka2 oligargi, politik dinasti anak mami anak papi, korupsi, nepotisme dan kolusi berjamaah, dan bangkitnya pki. Amin, aamiin. Moga negeri kelak dipimpin org2 berprestasi, berani mandiri, beraklak islami, dan diridhoi illahi. AMIN. Aamiin. Moga mjd negeri nyaman dan nyaman, aamiin. Dipimpin org2 berwawasan, berpendidikan, santun, berkeadilan, AMIN. Aamiin.",positive
"8 bulan berbagai cara menghancurkan anis jokoe tidak bisa karena anis dilindungi Allah dan dicintai rakyat malah terbalik sekarang jokoe yg hancur orang paling dibenci oleh 278 juts rakyat, ujung2 jokoe pura2 sakit dirawat ke singapur kabur",negative
"Sejak keputusan bopengnya : Anwar Usman cacat moral dan hukum, karena itu  tidak layak menjabat Ketua MK jika masih disebut Mahkamah Konstitusi Indonesia bukan Mahkamah Keluarga Ipar",negative
"SBY turun gunung, tiba-tiba MK ganti yg sudah pernah jadi pemimpin daerah? Ada apa itu",negative
P E N G K H I A N A T !,positive
"Mau ya pilih, gak ya tinggal pergi liburan",positive
GANJAR-MAHFUD,positive
"Yg jadi pertanyaan itu kenapa Anies tiba-tiba pilih cak Imin, ada apa itu?",positive
semoga bapak soeharto chusnul chotimah amin... Dan bagi pemimpin yang zholim terhadap orang kecil.... segera dimusnahkan dari muka bumi..... amin,positive
"Negara ini bukan punya loo,,,",positive
The end story...,negative
"Yg di bilang rejim yg penuh haus kekuasaan,,, dipikirnye punye diee,,,,",negative
2024 pasti jokoe dan keluarganya dipenjarakan orang yg paling dibenci 278 juta rakyat ya jokoe yg paling di benci orang2 PDIP ys jokoe  jokoe tidak ada tempat berlindung 2024 jokoe orang paling di benci di indonesia dan dunia dengan ijasah palsu penipuan sepanjang sejarah dan menggemparkan seluruh dunia,negative
Selalu dengan penjelasan menarik ,negative
Seluruh mata tertuju pada jokowi. Tp gimana kalo yg bermain ini adalah prabowo?. Atau ini bagian dari kesepakatan yg ditawarkan jokowi dulu waktu menarik prabowo dalam lingkaran kekuasaan. Jadi ini ada cawe2 joko sama prabowo??,negative
Sudah diatur tanpa AHY,positive
Ya...allah apa ini yg dinamakan akhir zaman.. Semoga allah beri hidayah pada penjabat yg tidak amana dlm melaksanakan tugas y amin....,negative
Karma untuk Demokrat karena sudah mendzolimi kadernya sendiri,positive
Siapa yang menggali lobang dia sendiri yang akan terperosok kedalamnya.. Itulah yg sedang jokowi lakukan,negative
Sekarang ko kaya membela satu kandidat capres ya  Ga netral lagi ,negative
99 % gibran akan jadi wakil prabowo..sebenar nya mereka ini antara pdip gerindra dan jokowi adlh 1 paket..misi mereka sama bagaimana meneruskan kekuasaan..,negative
"SBY turun gunung, Jokowi punya MK, dimana pun Demokrat berlabuh jangan dikasih tempat itu taktik Jokowi",negative
"Plot twist, ternyata ini rekayasa PDIP buat ngejatohin Prabowo yg di isukan mau Gibran jadi cawapres. Besok2 kalo dia ga jadi ngambil Gibran bakal dianggap lembek dan mudah ditekan. Jadi simalakama Prabowo.",negative
"Bahaya sekali ya Presiden model gini...Dia punya segala peralatan negara untuk kepentingan pribadi dan golongan. Bahkan sudah mempersiapkan penerusnya dengan segala cara dengan menabrak 'aturan' yang berlaku. Menit 22:30 cukup menjadikan kita berfikir jauh kedepan kemungkinan yang terjadi. Ingat, banyak pendukung fanatik Jokowi yang di berikan karpet merah untuk menduduki jabatan strategis, mungkin sampai mau melakukan sesuatu yang melanggar kewenangan, contohnya ketua MK. Bukan tidak mungkin R2 akan menduduki R1 dikemudian hari jika terjadi hal-hal bersifat urgensi bagi R1.",negative
Serang...lah,positive
penyembah jokowi pada kemana nih? masak diam aja junjungan dan keluarganya di hujat begini?!!,positive
Mahkamah Kunyuk...,positive
Trendingkan.,negative
Jika PALU HAKIM patah dan berkeping keping solusi terbaik GANTI BARU,negative
udah paling cocok anis jadi presiden kalo gini,positive
"kenapa kalian pecinta2 buta jokowi begitu menghalalkan semua tindakan tindakan yg dilakukannya tanpa ada sedikitpun kritik bahkan diam saja gak berkutik, sehingga org2 jahat masuk utk menggoda utk kepetingan mrk sendiri",positive
"Cawecaweisme, adalah suatu langkah dalam gerakan policik yang dilakukan oleh seseorang atau gerombolan yg ingin tetap berada dalam pemerintahan yg baru dgn cara menyebarkan kerabat atau keluarganya ke dalam partai² policik yg nantinya berkoalisi besar utk mendukung, memenangkan kandidat boneka pilihan mereka dgn cara apapun. Tujuan utamanya adalah agar kecurangan dan kebusukan saat mereka memerintah dihapus, tidak diusut sehingga nafsu kekuasaan mereka tetap berlanjut.",positive
Jangan berpikir negatif… dengar pendapat pak Zulfan lindan di channel total politik,positive
"Masak narasi ""perubahan"" Masih gak relevan sih sama kondisi yg kyk gini",negative
"Org yg anggap mk salah itu bodoh luar dalam,,, mereka malas berpikir dgn cerdas dan menuduh dgn sakwa sangka yg didasari kebencian semata,,, gugatan partai PSI ditolak,, tapi yg satu lagi diterima itu bukan meloloskan gibran dan bukan karena satu keluarga,, tapi didasari keadilan semata yg tepat,,, nanti ketika semua itu jelas dan gibran naik maju masih banyak hal yg tak terduga bahwa gibran belum bisa langsung naik jadi wapres,, mari lah cerdas berpikir,, mk telah benar  semua atas azas keadilan",positive
Lsm,negative
good insightttt! thanks narasii mulai terbuka pikiran ini hahaha,negative
"Makanya mulai sekarang kalau ada pilpres di Negara Wakanda (cok-jan) PILIH PRESIDEN NYA, COBLOS PARTAI OPOSANNYA. Biar DPR dan sekeliling presiden bisa mengawasi. Gak Kongkalikong kayak sekarang.",negative
Semakin jelas....,negative
Jokowi lupa diri karna kekuasaannya,positive
Tak ada guna melontarkan kalimat sekej8 apapun pd MK karena semuanya ulah Jokowi yg ugal2an,positive
"Biarlah Jokowi seperti Fir'aun saja yg sombong dan gila kekuasaan,, Tapi dia harus tahu juga bahwa... Diatas nasi goreng masih ada Telur dadar..",positive
"Gak juga.. Karena KEPUTUSAN di sahkan TANPA KETUK PALU, melainkan berdasarkan  KARTU KELUARGA",negative
"Saya rakyat kecil tidak tau apa itu politik dinasti,dan apa tujuan membentuk politik dinasti....apakah politik dinasti tujuan nya untuk memperkaya diri sendiri apa politik dinasti untuk memajukan indonesa........kalo aku sendiri rakyat kecil taunya gajian tiap bulan buat nyicil sisanya buat makan harian",negative
"Minimal batas usia bikin sim 17 tahun, namun jika pernah naik motor atau sim bisa dibuatkan sim..",negative
lillaahi wa innaa ilaihi raaji'uun.,negative
"Trima - kasih paman palu-mu telah membuat cita - citaku porak poranda berkeping - keping , pamanku memang hebat ",negative
Putusan MK menguntungkan prabowo,positive
"Pertanyaan Buzzer dan otak sungsang demokrasi pasti sama yaitu ""apa salahnya bapak anak mantu berkuasa atau politik dinasti, kan di pilih langsung rakyat"" orde baru aja gak sampe gitu amat politik dinasti dan estafet saham kekayaan lewat kekuasaan",positive
Bisakah hakim MK itu diadili?,positive
Pemerintahan Jokowi dan Mega terjebak  oleh politik Prabowo dengan keputusan mk..berarti apa yang terjadi disaat itu di kendalikan jokowi,positive
Keputusan hukumnya ancur saya setuju. Tetapi dengan yakinnya anda menyeret nama pak Jokowi kok rasanya rada kelewatan sok taunya,positive
Pas banget mnggambarkan siapa dia : kostum Amangkurat I dlm upacara 17.08.2023.,negative
MK mahkamah keluarga udah di atur jokowi tunggu kehancuranmu,positive
Tuhan membuat skenario bagi pemimpin2 yg zhalim dan pembohong pd waktunya yg tepat,positive
Pada akhir nya menunjukkan sifat asli nya....bukan nya ga suka tapi sangat membengongkan MK lho ya...,negative
jokowi : jangan tanya saya.. tanya ke pakdenya gibran.. ,positive
"Keputusan sudah di.ketok, kalau gak layak ya jangan dipilih, tidak usah di perpanjang karena gak akan selesai2 ,",negative
Mahkamah Keluarga Jokowi.... Trilyunan dapat meloloskan pesanan komunis cina..,negative
"tunggu beberapa bulan, pasti MK tersebut meninggal.yg udh udh, gtu",negative
Mahkamah Keluarga,positive
lebih baik demo rakyat kita 275 jt jiwa kita ambil 100 jt jiwa untuk demo masa tdk kualahan itu aparat yg melindungi penguasa ddi era jokowi tdk akan mampu aparat untuk mencegahnya pasti para penguasa kelompok istana pada kabur semua dan anggota parlemen pasti lari waktu kejadian 98 aparat polisi tdk ada yg turun kejalan hak ribut poto aja yg di rmh pada di turunkan ketakutan sm demo rakyat yg sdh marahini kalau sampai terjadi demo sekarang ini melebih kejadian 98 gedung semua yg berkaitan pemerintah di kuasi rakyat para penguasa pasti kabur keluar itu bandara di kuasai sm rakyat jgn sampai kroni kroninya jokowi jgn sampai ada yg kabur keluar negri,negative
Presiden terburuk sepanjang sejarah manusia ya di masa jkw sekarang ini....,positive
"Duit pastinya ,yg independen j bisa d atur apalagi yg bawahannya pastinya siap siap d laksanakan wis pokoke negara D ATUR penguasa wk wk ck ckck",positive
Hukum di Indonesia sdh tergadaikan ,negative
Waahhh.....ii..ii..ii...iniii...iinniii..paaparrrrah..iniii....,positive
Jokowi yg planga plongo ijazah palsu tapi Alloh sdng menguji Jokowi menganggap rakyat tolol tapi justru sebaliknya rakyat itu cerdas hanya saja blm punya kesempatan jadi pemimpin. Alloh pasti akan membuka kecurangan walaupun itu borok presiden akan terbuka. Suatu saat kecuranganmu akan Alloh bongkar semua.,negative
Semua system' yg tadi nya baik - baik saja sekarang dlrusak oleh rezim Jokowi! apa yg telah dirusak ekonomi.hukum .sosial.politik.agama  ! Jauh panggang dari api  katanya. mau mensejahterakan rakyat .yg ada hutang numpuk .rakyat masih di paksa harus bayar pajak ! Tapi yg make MK hanya untuk kepentingan keluarga dan antek rezim ! Ini harus di pertanggung jawabkan di pengadilan !,negative
"saya rasa ini patut menjadi perhatian untuk seluruh anak muda, atau apakah perlu untuk kami LAWAN demi kelangsungan independensi kekuasaan kehakiman yg baik untuk negri kami tercinta",positive
"Dari sini kita bisa belajar: bicara pelan,santun,low profile ada planning kekuasan absolut yg ingin dilanjutkan..saya harap seluruh warga indonesia harus belajar dari kasus ini bahwa sesuatu yg terlihat baik,belum tentulah baik..tolong bijak memilih presiden..",negative
Ngak juga banikadrun yg patah patah ya drun...,negative
Menurutku keputusan MK tidak  ada yg salah..... Waktu nya aja yg kurang tepat hingga menimbulkan kegaduhan,negative
"Masyarakat sdh melek hukum, gk bs di kadalin lagi. Jadi berhati-hstilsh para penegak hukum dan pemangku kebijakan, eranya sdh berubah, semua orang sdh melek... Semelek-meleknya",negative
Yang milih nya aja go blog,positive
"Politik dinasti harusnya dibuatkan dalam norma hukum sehingga jangan hanya pada masalah Gibran diserang habis2an.. politisi dan akademisi yang menyerang Gibran, ayo berani tidak golkan norma hukum yang melarang dinasti politik baik di pemerintah dan d partai politik..",negative
"Jika memang keputusan ini tidak ditujukan untuk menggelar karpet merah untuk ponakan sang hakim. Harusnya keputusan ini berlaku mulai Pemilu berikutnya (tahun 2029), jangan diberlakukan untuk pendaftaran pemilu tahun ini. Mengutip omongan Bung Efendi Gazali di salah satu wawancara, : ""Coba sebutkan 2 nama saja selain gibran, yang memenuhi persyaratan yang sesuai keputusan MK kemarin?""",negative
"Solusi yg paling tepat adalah segera MK ditinjau ulang keberadaanya, jangan dibiarkan berlarut-larut.",negative
"Keluar negeri seolah olah tidak ikut campur, tapi terlihat sebelumnya ditolak tanpa si oom 3h pas putusan ahir sioom ikut dan terjadilah putusan aneh padahal banyak pakar dan masyarakat mengikuti.",negative
Joko banyak bohongnya,positive
Prabowo dr pd ngambil gibran jd wakil mending Jokowi aja sekalian jd wakil Prabowo. Asli Pak wowo ini kocak nyari wakil gak mikir kwalitas. ,positive
Judulnya bukan Palu Hakim patah Berkeping yang pas itu judulnya Isi Kepala Hakim MK Berantakan,negative
Memutus Perkara secara kekeluargaan..........Brutal,negative
9 tahun warga nkri yg mencintai Jokowi karena terobosannya bagi kemajua bangsa negara... hancur oleh MK yg dikomandoi adik ipar..... sungguh ahir karir yg menyedihkan Jokowi...,positive
Tlah jadi sejarah keputusab yg ada,positive
"Hanya d pemerintahan jokowi, putusan hukuman kaya yang bercanda, humoris,",positive
"Pd dasarnya rakyat udah muak dgn Tontonan yg seolah jdi tuntunan. Tiap waktu hanya perdebatan para politisi dan permainan penegak hukum. Tpi kelemahan terbesar ada pd Kita / rakyat kenapa Tak bertindak utk melengserkan Jokowi, agar rezim ini berakhir.",negative
Kalo bsk pak anis dan pak ganjar uda daftar di kpu.maka artinya dinasti jokowi uda runtuh,negative
Kesalahan Prabowo semakin blunder ,positive
Yang ke empat adalah adik ipar,negative
luarbiasa ... aroma politik.... sedih melihat negeri ini,negative
20:11 jabatan pengaruh itu di pakai dalam proses kandidasi secara Ketum partai menggunakan jabatan dan pengaruhnya untuk proses memilih calon/dirinya sendiri untuk kandidasi apa itu benar?   Bukanya seharusnya lewat poling anggota saja siapa milih siapa suara terbanyak yg di pilih jadi calon. Itu kalo tidak mau jabatan dan pengaruh di pakai dalam proses pemilihan kandidat,negative
"Beda kualitas antara Prof. yg tetap berdiri sebagai ilmuawan sejati dan Prof yang hanyut berpolitik, apa lagi sudah menjadi pembantu kekuasaan. Akan terlihat pandangan dan analisisnya mengenai suatu fenomena politik maupun hukum. Zainal Mohtar bersih sementara lainnya sudah tercemar hingga pendapatnya gamang dan cenderung membela junjungannya.",negative
Pinokio jadi kakek gepeto,positive
Sepertimya tdk ada lembaga negara yg bsa  diandalkan kejujuran dan keindependenanya,positive
Jokowi sudah terlalu jauh dalam intervensi proses pemilu 2024,negative
Semoga hasil MK ini menyadarkan prabowo untuk berpikir ulang untuk memilih si Bocil untuk jadi cawapres nya.Apa kata peribasa mengharap hujan di langit air di tempayan di tumpahkan.Ini hal yg serius lho P.Prabowo.,positive
"Asal jangan karena tidak sesuai dengan keinginan, lalu menyebut palu hakim patah berkeping.",negative
Jadi dibuat ga ada batas minimal umur ya sekarang? ,positive
GIBRAN???? Lucu aja sih,positive
"Heran, apa sebenarnya yg mau dilanjutkan dari rezim ini ? Hukum Tajam ke Lawan, Tumpul ke Kawan. Hukum Tajam ke Bawah, Tumpul ke atas. ""Maling ayam dipenjara, MALING DUIT RAKYAT aman sejahtera"" Yang miskin makin Miskin, Yang kaya makin kaya. Pembangunan dinikmati yg berduit, Sementara Rakyat kecil hidupnya makin sulit. ""Jangan harap ada keadilan jika masih terjadi ketimpangan""~anies Jangan mimpi indonesia adil sejahtera jika capresnya masih dari PEDEIPEH. Capresnya HANYA petugas partai yang nurut sama KEPENTINGAN partainya. Jika ingin perubahan maka pilihlah capres SELAIN DARI PEDEIPEH, minimal pilih grinda tapi lebih baik jika pilih AMIN. InsyaAlloh perubahan untuk indonesia yang adil dan sejahtera. #semangatperubahan Note: tapi jika sudah puas dengan kondisi Indonesia saat ini silahkan pilih capres dari PEDEIPEH, tapi rasakan S̶e̶n̶d̶i̶r̶i̶  bersama akibatnya.",negative
"Sabar.. sabarnya tahan aja dulu, Nanti kalau sudah keterlaluan, kita tau kok apa yang mesti di lakukan. Tenang aja, kekuasaan ada pada rakyat.",negative
Ndra.Gerindra lihat ini dengan kepala dingin yaaaa,negative
MK = Mafia Konstitusi,positive
"gegara wanita,  seorang hakim konstitusi nekat merusak konstitusi negara",positive
"Itulah lagu kemesraan ketua MK dan adiknya jokowi yang meloloskan Gibran maju juga dipilpres sebagai cawapres apalagi lagu kemesraan nya yang hot sampai dengan nada suara desahan seperti ah ah,bisa Gibran menjadi capres",negative
Terlalu hiperbolis headline nya mbak hab,positive
Orang cerdas dan jujur piloh amin aja riau bung najwa,positive
Mahkamah konstitusi telah kehilangan legitimasinya. Apakah rakyat bisa menyatakan mosi tidak percaya kepada MK dan meminta seluruh hakim MK turun dari jabatannya?,negative
"Ada apa dibalik ketok Palu Hakim ketua, bila Gibran tak mendampingi Prabowo??",negative
"Demi ambisi keluarga, tugas negara di absikan",positive
"Satu kata untuk mendeskripsikan situasi politik saat ini ""menjijikan""",negative
"Kira"" yg di omongin partisipasi/hak asasi itu sangat tidak relevan Karna dengan membatasi usia capres dan cawapres dan jga dengan sistem Threshold itu sangat tidak relevan Karna dengan itu hak asasi orang di batasi partisipasi orang di batasi ya kan",negative
Pengamat lebih suka pemimpin tua tua .. Generasi muda yg idealis tidak setuju,positive
Putusan mk jd rekayasa.. karena kebetulan ada gibran..di sana..padahal..itu semua Gibran Frank..,negative
"kalau sampai gibran naik jadi cawapres prabowo, berarti memang sudah di atur behind the scenes. kalau tidak dan setia dengan pdip, brarti memang masih kebetulan saja keputusan mk terkesan “dipesan”",positive
atur lah suka2 kau pak de..menjijikan!,positive
"Terima kasih, paman!!!!",negative
"Masalahnya hana soal Gibran di duga akan di beri karpet merah. Kalau nantinya Probowo Umumkan Cawapres bukan Gibran, misalnya Erik Tohir, maka para penghujant penghujat itu akan di tertawai bahkan di anggap pengamat abal2",positive
"Apakah drama ini sepadan dengan revisi UU-KPK? Semua pasti ingat dengan kalimat tidak bisa intervensi, atau seolah-olah mau ada keajaiban perpu, dan ternyata apakah itu sekedar pemanis?",negative
"Solusinya bagaimana biar pakunya bisa utuh lagi, bisa tidak Anw@r dan orang seperti Anw@r dikeluarkan dari MK? Kasus sengketa pemilu akan banysk setelah habis PEMILU, masih percaya kalau Anw@r yg megang PALU nya",positive
Gibran tersungkur di Karpet Merah yg digelar Ketua MK Anwar Usman yg sekaligus merangkap jadi Team Pemenangan Cawapres Gibran.,positive
"bahaya, kalo jadi wapres trus pres nya modar, trus ngebayangin si wapres anak lurah jadi presiden.... ",negative
"Ketika kemungkaran merajalela, selalu ada azab dari Allah Sang Maha Pencipta...",negative
MK ( Mahkamah Konstitusi  ) / MK (MAHKAMAH KELUARGA)...........???????????????,positive
"AHY orang yg cerdas dan jenius dr keturunan yg jg bagus, susah banget nembus kontestasi pilpres, sementara Gibran begitu mulus amat perjalanannya berkat bantuan bapaknya yg lagi berkuasa, dimulai dr Solo yg mana 99% PDIP udh punya kader laen, ehh tiba2 jd ngusung Gibran, skrng MK pun direka aturannya agar gibran dapat jd cawapres.",positive
"pecat anwar usman ga layak lagi jadi ketua MK , suruh pulang kampung saja",positive
Semoga Pak Anies Baswedan bisa menyelesaikan segala carut marut masalah yang ada di negeri ini,negative
"Apa yang caknun sebut sebagai Firaun,ternyata gak salah-salah amat, mengubah mangotak-atik aturan negara untuk melanggengkan dinasti kekuasaan mendekati firaun yang mengaku tuhan dan ingin mengatur segalanya seperti tuhan.",negative
"Hukum di era joko wi 1.Anda bisa pesan apa yg anda mau 2.  Kasus korupsi jadi alat tawar politik, teman aman,  mau nyebrang ke lawan siap dibuka, klo udah nyebrang langsung ditebang",positive
"Ahok say""klo mau tau aslinya orang kasih dia kekuasaan maka akan nampak aslinya"" Yes I see now  kluarga ga tau diri ",positive
SMUA INI ADLH SETTINGAN PKI UTK KUASAI NKRI,negative
Mata Kuliah Baru : Ciri - ciri Hukum Indonesia.,negative
"Bukti kentut itu ada dari bau, namun gak bisa dibuktikan keberadaannya secara kasat mata..",negative
Negara akan hancur lebur,positive
13:00,negative
Semua akan terbongkar pada saatnya.,negative
Kebanyakan analisa mas,negative
Dibohongi pakde kok podo gelem... blek.. blek...,negative
NEPOTISME disusupkan dlm ruang batin MK.,positive
Palu hakim di ketok bunyi nya nepotisme,negative
6:35 ga kebalik??? bukannya PDIP besar gara2 Jokowi?,positive
"Inilah ORDE CAWE2. Semoga cepat berlalu, shg Indonesia kembali ke jalur yg benar sesuai dgn cita2 Proklamasi.",negative
Yg penting amanah dan baik,negative
"Cape deh.. Kalau memang tidak suka, jangan pilih orang yang melanggar Hukum gitu aj kok repot ",negative
"Ingat kata"" Mbah Nun, Kemudian beliau di hujat akhirnya sekrang dibukakan semua ",negative
Ndablek ga sih,positive
Kalau saya dari awal 5000%..tidak percaya ucapan Jokowi dan keluarganya...,positive
"Pesanan Sudah diatur, ya gimana lagi  Padahal para pemimpin negara terdahulu sudah dengan penuh kajian merumuskan ketentuan ini karena alasan yang betul-betul matang. RIP MK. ""K"" nya keluarga.",negative
kalo kata presiden bakal cawe2 buat capres untuk nerusin program2 nya agar ttp berjalan program bareng cina kah? ky IKN dan rempang padahal rakyat nya susah,negative
Ngomong opo,positive
Njlimet,positive
Entah apa yang diperjuangkan Pak Jokowi. Mungkin ada hal yang besar untuk menyelamatkan Indonesia.,positive
"Saya jadi nggak ngeh : 1. Mengapa pak Jokowi di salahkan dan diduga ada unsur  campur tangan, wong pengusul juga pihak lain? 2. Namanya putusan itu pasti timbul polemik, yang merasa menang bilang hakim bijaksana, kalau yang kalah bilang didzolimi. 3. Kenapa Zaenal muchtar nuduh ini design untuk Gibran? 2.",positive
"lah mas Uchenk kenapa tidak punya intuisi sejak debat periode pertama, bahkan sempat menjadi komisaris BUMN segala. Semoga kedepan feeling dan integritas sebagai ilmuwan akademik lebih tajam dan tidak perlu mencicipi menjadi partisan dullu. Syukurlah waktu itu cepat sadar di bbrp tahun pertama",negative
Reformasi jilid 2 kalau pemerintah terus provokatif ke 270 juta rakyat Indonesia.. Ini adalah harga yg super hyper mahal baik dari hasil akhir dan konsekuensinya.. Sekian cok untuk negara Konohagakure tercinta dengan hokage ke tujuh sebagai pemimpin nya Uzumaki owi..,positive
"Reformasi kembali ke titik nol,",negative
The power of CAWE-CAWE,negative
Mk=makama kambing Mk=makama kolonial moderen Mk=makama kebabalasan Dst....,negative
Putusan MK bagus buat GENERASI MUDA KE DEPAN.,negative
"Dulu waktu kecil setiap remote tv dikuasai bapak, pasti nnton berita Walau gak ngerti tapi setiap nnton berita politik rasanya keren sekali, karna setiap langkah, statement, bahkan kunjungan politikus terasa bermakna, karna hanya mreka yg tau maksud pastinya Kita, masyarakat diajak berfikir kritis, yg bahkan penjual rujak sekalipun senang mendengar diskusi pakar. Tapi sekarang, politik terasa serampangan, apapun bisa dilakukan untuk mendapat dan mempertahankan kekuasaan bahkan skenario dapat dibaca terang2an. Semua khawatir dan lelah, tapi gak bisa berbuat apa2",negative
Sekarang Jokowi pusing mau berbuat apa dimasa lengser nanti tdk ada tempat berlindung jadi nekat lakukan sesuatu....melanggar tidak melanggar...yg penting masih ring1...,negative
"Okelah, sekalipun dia usianya dibawah 30 tahun tapi PUNYA PATEN atau PENGHARGAAN NOBEL, gua sih oke. Lah ini cuma modal jadi bupati langsung jadi cawapres. Siap2 jadi Zelensky ke 2 nanti..",negative
Katanya negara hukum bel gedes hukum dinasti .negara makin hancur.,positive
Buktinya apa ada pesanan ?,negative
"Sebaiknya tim mata najwa menanyakan konteks putusan, bukan melebar ke mana-mana. Misal komentari bunyi putusan menurut tata negara.",negative
Palu Hakim Mk Patah berkeping2 MK menjadi Makam Keluarga,negative
Itu kan hak nya hakim juga klo berubah,negative
"Saya setuju, soalnya saya pilih wakil rakyat tp saya g diajak rembuk untuk usia capres. Jd gw g bisa jd Capres dong. Haha palu patah? Ya karena berbeda pandangan saja",positive
"Tetapi dgn dissenting opinion....yg menyiratkan kemarahan Hakim MK....yg tidak setuju, Baik untuk Masyarakat . Kita jadi tahu manouver si ipar....& p.Jokowi serta Keluarga nya....yg mencla-mencle.... Koq  tidak belajar dari Perilaku Soeharto ...masa lalu..!! Heraaann....",positive
Klo ditanya jawabannya ya silahkan ditanyakan sama yg lain.... Ga bapak ga anak klo ditanya pendapat ama wartawan selalu jawaban nya ya ndak tau silahkan ditanyakan ke yg lain... (Ini cerita budi dan bapaknya di negara Swiss),negative
Kami rakyat SUDAH MUAK!!!.. makin jelas keserakahan dan sifat asli si PINOKIO.. paraaahh !!! Rusak Negara ini !!!,positive
Sudah sy duga sebelumnya jauh sebelum keputusan mk keluar...bahkan sejak jokowi berkuasa sejak 2014 MK sudah tdk di jalan hukum yg sebenarnya....,positive
Yunarto bilang hakim adalah masih keluarga pak Jokowi. Salah satu variabel yang membuat khalayak menjadi bertanya tanya.,negative
"MK(maling Kundang)stop KKN,turunkan jokowi",positive
Prof uceng pendekar hukum tata negara dari UGM yang kuharap suatu nanti jadi menkopolhukam RI 2024.,negative
MK Hakimnya palunya sdh tak bernyali sudah tidak sakral,negative
"2024 Perubahan menyeluruh termasuk di MK,periksa kalau terbukti sala guna kuasa di MK hukum seberatnya seperti Hukuman mati atau Seumur hidup dan sita harta kekayaanya",negative
HAUS JABATAN DAN KEKUASAAN SEHINGGA DIBENTUK MAHKAMAH KELUARGA,positive
"Faktanya kita Ndak bisa apa2, bilang aneh bilang lucu bilang tidak setuju.percuma,",negative
"Jawaban soal anak muda terkesan mengada-ada, ngeles jawabannya",positive
